,ID_Transaccion,Fecha,ID_Cliente,Pais,Ciudad,Categoria,Subcategoria,Producto,Cantidad,Precio_Unitario,Costo_Unitario,Venta_Total,Costo_Total,Metodo_Pago,Ganancia_Bruta,mes_texto,Total_Compras,Indice_Constancia
145,TRX-101187,2023-01-06,1732,Chile,Concepción,Electrónica,Tablets,Prod_Tablets_19,5.0,150.73,114.5,753.65,572.5,Crédito,181.15,01-Enero,2,03-Ocasional
146,TRX-111564,2023-01-06,1050,Perú,Arequipa,Hogar,Cocina,Prod_Cocina_14,5.0,31.19,16.51,155.95,82.55,Transferencia,73.4,01-Enero,5,02-Regular
147,TRX-109979,2023-01-06,1417,Perú,Arequipa,Hogar,Iluminación,Prod_Iluminación_14,6.0,40.31,32.05,241.86,192.3,Débito,49.56,01-Enero,8,02-Regular
148,TRX-106503,2023-01-06,1579,Argentina,Córdoba,Hogar,Muebles,Prod_Muebles_3,8.0,36.96,21.81,295.68,174.48,Transferencia,121.2,01-Enero,7,02-Regular
149,TRX-108124,2023-01-06,1061,Chile,Valparaíso,Hogar,Cocina,Prod_Cocina_4,5.0,30.23,16.69,151.15,83.45,Débito,67.7,01-Enero,10,01-Fiel (VIP)
150,TRX-101575,2023-01-07,146,Perú,Lima,Ropa,Dama,Prod_Dama_15,2.0,20.49,15.37,40.98,30.74,Efectivo,10.24,01-Enero,5,02-Regular
151,TRX-111189,2023-01-07,1300,Argentina,Buenos Aires,Electrónica,Accesorios,Prod_Accesorios_11,5.0,81.69,58.28,408.45,291.4,Transferencia,117.05,01-Enero,10,01-Fiel (VIP)
152,TRX-109300,2023-01-07,683,Chile,Valparaíso,Electrónica,Laptops,Prod_Laptops_14,5.0,143.79,90.01,718.95,450.05,Débito,268.9,01-Enero,6,02-Regular
153,TRX-102293,2023-01-07,1695,Argentina,Buenos Aires,Hogar,Cocina,Prod_Cocina_12,3.0,31.76,18.99,95.28,56.97,Efectivo,38.31,01-Enero,5,02-Regular
154,TRX-113719,2023-01-07,132,Argentina,Buenos Aires,Hogar,Muebles,Prod_Muebles_13,9.0,58.19,31.27,523.71,281.43,Transferencia,242.28,01-Enero,5,02-Regular
155,TRX-105415,2023-01-07,1649,Argentina,Rosario,Electrónica,Tablets,Prod_Tablets_18,3.0,113.1,78.55,339.3,235.65,Débito,103.65,01-Enero,4,02-Regular
156,TRX-100749,2023-01-07,1745,Perú,Lima,Electrónica,Celulares,Prod_Celulares_17,6.0,5.62,3.64,33.72,21.84,Débito,11.88,01-Enero,7,02-Regular
157,TRX-110047,2023-01-07,1579,Chile,Santiago,Ropa,Dama,Prod_Dama_8,9.0,49.69,33.7,447.21,303.3,Débito,143.91,01-Enero,7,02-Regular
158,TRX-106139,2023-01-07,110,Chile,Santiago,Hogar,Decoración,Prod_Decoración_8,8.0,25.84,14.46,206.72,115.68,Crédito,91.04,01-Enero,3,03-Ocasional
159,TRX-104194,2023-01-07,1139,Argentina,Rosario,Electrónica,Celulares,Prod_Celulares_15,4.0,91.38,47.0,365.52,188.0,Efectivo,177.52,01-Enero,9,02-Regular
160,TRX-109781,2023-01-07,1820,Perú,Arequipa,Hogar,Decoración,Prod_Decoración_2,3.0,48.92,28.53,146.76,85.59,Crédito,61.17,01-Enero,5,02-Regular
161,TRX-107502,2023-01-07,680,Chile,Santiago,Ropa,Infantil,Prod_Infantil_12,8.0,40.42,23.35,323.36,186.8,Efectivo,136.56,01-Enero,6,02-Regular
162,TRX-101103,2023-01-07,656,Chile,Concepción,Ropa,Calzado,Prod_Calzado_13,2.0,43.96,25.18,87.92,50.36,Efectivo,37.56,01-Enero,9,02-Regular
163,TRX-105263,2023-01-07,22,Chile,Valparaíso,Electrónica,Celulares,Prod_Celulares_10,1.0,87.91,47.46,87.91,47.46,Transferencia,40.45,01-Enero,5,02-Regular
164,TRX-109599,2023-01-07,555,Chile,Santiago,Electrónica,Accesorios,Prod_Accesorios_12,5.0,190.64,117.44,953.2,587.2,Transferencia,366.0,01-Enero,11,01-Fiel (VIP)
165,TRX-108102,2023-01-07,186,Perú,Lima,Hogar,Decoración,Prod_Decoración_7,6.0,62.85,44.33,377.1,265.98,No Identificado,111.12,01-Enero,8,02-Regular
166,TRX-101790,2023-01-07,1735,Argentina,Córdoba,Hogar,Decoración,Prod_Decoración_7,7.0,38.08,21.77,266.56,152.39,Crédito,114.17,01-Enero,6,02-Regular
167,TRX-104758,2023-01-07,681,Perú,Lima,Ropa,Calzado,Prod_Calzado_6,4.0,50.55,38.26,202.2,153.04,Efectivo,49.16,01-Enero,5,02-Regular
168,TRX-111840,2023-01-07,1403,Argentina,Córdoba,Electrónica,Accesorios,Prod_Accesorios_8,8.0,84.11,50.17,672.88,401.36,Crédito,271.52,01-Enero,6,02-Regular
169,TRX-102926,2023-01-07,1978,Argentina,Buenos Aires,Hogar,Cocina,Prod_Cocina_17,4.0,47.86,36.13,191.44,144.52,Crédito,46.92,01-Enero,10,01-Fiel (VIP)
170,TRX-113026,2023-01-07,638,Argentina,Rosario,Hogar,Decoración,Prod_Decoración_6,5.0,27.66,16.42,138.3,82.1,Crédito,56.2,01-Enero,6,02-Regular
171,TRX-102104,2023-01-07,682,Perú,Arequipa,Hogar,Muebles,Prod_Muebles_1,4.0,64.61,43.36,258.44,173.44,Débito,85.0,01-Enero,7,02-Regular
172,TRX-108118,2023-01-07,531,Perú,Trujillo,Ropa,Dama,Prod_Dama_17,5.0,46.59,34.72,232.95,173.6,Crédito,59.35,01-Enero,4,02-Regular
173,TRX-103036,2023-01-07,896,Perú,Arequipa,Ropa,Dama,Prod_Dama_10,6.0,13.99,10.68,83.94,64.08,Débito,19.86,01-Enero,6,02-Regular
174,TRX-105718,2023-01-07,1891,Argentina,Rosario,Electrónica,Tablets,Prod_Tablets_10,7.0,92.69,70.66,648.83,494.62,Efectivo,154.21,01-Enero,10,01-Fiel (VIP)
175,TRX-110953,2023-01-07,993,Argentina,Buenos Aires,Electrónica,Accesorios,Prod_Accesorios_11,3.0,195.42,121.61,586.26,364.83,Débito,221.43,01-Enero,6,02-Regular
176,TRX-110966,2023-01-07,808,Argentina,Buenos Aires,Ropa,Dama,Prod_Dama_13,2.0,27.28,14.44,54.56,28.88,Efectivo,25.68,01-Enero,7,02-Regular
177,TRX-102025,2023-01-07,1140,Perú,Trujillo,Electrónica,Tablets,Prod_Tablets_14,8.0,112.59,86.55,900.72,692.4,Débito,208.32,01-Enero,9,02-Regular
178,TRX-103528,2023-01-07,1670,Chile,Concepción,Ropa,Infantil,Prod_Infantil_19,7.0,30.15,20.62,211.05,144.34,Débito,66.71,01-Enero,9,02-Regular
179,TRX-111997,2023-01-08,1178,Argentina,Sin Especificar,Electrónica,Accesorios,Prod_Accesorios_9,5.0,186.23,138.85,931.15,694.25,Débito,236.9,01-Enero,7,02-Regular
180,TRX-114874,2023-01-08,1843,Chile,Valparaíso,Hogar,Cocina,Prod_Cocina_11,8.0,37.27,23.16,298.16,185.28,Crédito,112.88,01-Enero,9,02-Regular
181,TRX-107532,2023-01-08,1251,Perú,Trujillo,Ropa,Caballero,Prod_Caballero_2,3.0,45.72,32.03,137.16,96.09,Transferencia,41.07,01-Enero,5,02-Regular
182,TRX-114560,2023-01-08,1161,Argentina,Córdoba,Ropa,Dama,Prod_Dama_11,6.0,35.52,22.88,213.12,137.28,Crédito,75.84,01-Enero,6,02-Regular
183,TRX-108022,2023-01-08,1247,Chile,Valparaíso,Hogar,Cocina,Prod_Cocina_5,9.0,58.61,32.84,527.49,295.56,Transferencia,231.93,01-Enero,6,02-Regular
184,TRX-104076,2023-01-08,947,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_5,4.0,55.32,42.34,221.28,169.36,Débito,51.92,01-Enero,5,02-Regular
185,TRX-103668,2023-01-08,1378,Chile,Concepción,Electrónica,Accesorios,Prod_Accesorios_19,7.0,137.71,69.48,963.97,486.36,Transferencia,477.61,01-Enero,8,02-Regular
186,TRX-107346,2023-01-08,1018,Argentina,Rosario,Hogar,Cocina,Prod_Cocina_8,8.0,35.28,19.97,282.24,159.76,Crédito,122.48,01-Enero,12,01-Fiel (VIP)
187,TRX-114846,2023-01-08,700,Argentina,Buenos Aires,Ropa,Infantil,Prod_Infantil_15,2.0,43.34,25.45,86.68,50.9,Débito,35.78,01-Enero,3,03-Ocasional
188,TRX-106708,2023-01-08,1401,Perú,Arequipa,Hogar,Cocina,Prod_Cocina_12,2.0,53.59,37.65,107.18,75.3,Efectivo,31.88,01-Enero,8,02-Regular
189,TRX-103164,2023-01-08,12,Argentina,Córdoba,Hogar,Muebles,Prod_Muebles_1,7.0,20.91,13.54,146.37,94.78,Transferencia,51.59,01-Enero,8,02-Regular
190,TRX-114067,2023-01-08,1576,Perú,Arequipa,Electrónica,Accesorios,Prod_Accesorios_15,3.0,22.19,11.55,66.57,34.65,Débito,31.92,01-Enero,5,02-Regular
191,TRX-100852,2023-01-08,612,Argentina,Buenos Aires,Hogar,Decoración,Prod_Decoración_1,6.0,39.72,21.5,238.32,129.0,Efectivo,109.32,01-Enero,6,02-Regular
192,TRX-102171,2023-01-08,1040,Perú,Trujillo,Ropa,Caballero,Prod_Caballero_1,1.0,45.81,30.37,45.81,30.37,Crédito,15.44,01-Enero,6,02-Regular
193,TRX-101543,2023-01-08,1256,Argentina,Córdoba,Hogar,Cocina,Prod_Cocina_16,5.0,33.96,21.33,169.8,106.65,Crédito,63.15,01-Enero,7,02-Regular
194,TRX-107697,2023-01-08,932,Chile,Concepción,Ropa,Caballero,Prod_Caballero_8,9.0,51.59,31.99,464.31,287.91,Transferencia,176.4,01-Enero,7,02-Regular
195,TRX-106126,2023-01-08,912,Argentina,Buenos Aires,Ropa,Infantil,Prod_Infantil_17,4.0,27.14,17.27,108.56,69.08,Efectivo,39.48,01-Enero,8,02-Regular
196,TRX-104872,2023-01-08,1480,Chile,Valparaíso,Electrónica,Tablets,Prod_Tablets_11,9.0,79.81,42.96,718.29,386.64,Efectivo,331.65,01-Enero,4,02-Regular
197,TRX-111347,2023-01-08,456,Chile,Santiago,Hogar,Iluminación,Prod_Iluminación_19,1.0,32.21,23.31,32.21,23.31,Débito,8.9,01-Enero,5,02-Regular
198,TRX-103698,2023-01-08,781,Chile,Santiago,Ropa,Infantil,Prod_Infantil_12,1.0,9.21,6.46,9.21,6.46,Crédito,2.75,01-Enero,5,02-Regular
199,TRX-103944,2023-01-08,563,Chile,Concepción,Hogar,Muebles,Prod_Muebles_14,9.0,48.69,28.09,438.21,252.81,Transferencia,185.4,01-Enero,4,02-Regular
200,TRX-113365,2023-01-08,1115,Chile,Santiago,Hogar,Iluminación,Prod_Iluminación_14,1.0,43.79,24.19,43.79,24.19,Crédito,19.6,01-Enero,5,02-Regular
201,TRX-101082,2023-01-08,1261,Chile,Concepción,Electrónica,Accesorios,Prod_Accesorios_19,3.0,247.28,127.56,741.84,382.68,Crédito,359.16,01-Enero,5,02-Regular
202,TRX-104323,2023-01-08,1995,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_10,6.0,35.6,20.89,213.6,125.34,Crédito,88.26,01-Enero,11,01-Fiel (VIP)
203,TRX-112042,2023-01-08,1795,Perú,Arequipa,Electrónica,Accesorios,Prod_Accesorios_5,4.0,171.77,127.36,687.08,509.44,Efectivo,177.64,01-Enero,5,02-Regular
204,TRX-106988,2023-01-08,527,Argentina,Córdoba,Hogar,Decoración,Prod_Decoración_6,8.0,25.14,20.1,201.12,160.8,Crédito,40.32,01-Enero,9,02-Regular
205,TRX-101028,2023-01-08,859,Argentina,Sin Especificar,Ropa,Dama,Prod_Dama_9,5.0,33.05,16.86,165.25,84.3,Transferencia,80.95,01-Enero,8,02-Regular
206,TRX-108902,2023-01-08,385,Chile,Santiago,Hogar,Iluminación,Prod_Iluminación_13,7.0,34.61,21.08,242.27,147.56,Transferencia,94.71,01-Enero,12,01-Fiel (VIP)
207,TRX-105877,2023-01-08,1147,Perú,Trujillo,Electrónica,Tablets,Prod_Tablets_18,3.0,232.92,176.8,698.76,530.4,Efectivo,168.36,01-Enero,6,02-Regular
208,TRX-114408,2023-01-08,1538,Perú,Trujillo,Electrónica,Accesorios,Prod_Accesorios_17,1.0,90.78,71.29,90.78,71.29,Efectivo,19.49,01-Enero,7,02-Regular
209,TRX-102526,2023-01-08,1566,Perú,Trujillo,Ropa,Dama,Prod_Dama_17,9.0,39.76,25.95,357.84,233.55,Crédito,124.29,01-Enero,10,01-Fiel (VIP)
210,TRX-110206,2023-01-08,1346,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_15,2.0,41.17,26.22,82.34,52.44,Transferencia,29.9,01-Enero,6,02-Regular
211,TRX-108893,2023-01-08,880,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_8,7.0,30.46,24.32,213.22,170.24,No Identificado,42.98,01-Enero,5,02-Regular
212,TRX-114677,2023-01-09,37,Perú,Lima,Ropa,Calzado,Prod_Calzado_15,8.0,29.44,21.05,235.52,168.4,Débito,67.12,01-Enero,12,01-Fiel (VIP)
213,TRX-111907,2023-01-09,94,Argentina,Córdoba,Ropa,Caballero,Prod_Caballero_3,8.0,48.94,30.54,391.52,244.32,Transferencia,147.2,01-Enero,8,02-Regular
214,TRX-108387,2023-01-09,1487,Perú,Lima,Ropa,Infantil,Prod_Infantil_17,6.0,40.09,20.06,240.54,120.36,Efectivo,120.18,01-Enero,7,02-Regular
215,TRX-112443,2023-01-09,1722,Argentina,Rosario,Electrónica,Accesorios,Prod_Accesorios_7,4.0,201.8,145.26,807.2,581.04,Débito,226.16,01-Enero,8,02-Regular
216,TRX-113583,2023-01-09,86,Perú,Trujillo,Electrónica,Accesorios,Prod_Accesorios_19,1.0,135.33,92.53,135.33,92.53,Crédito,42.8,01-Enero,5,02-Regular
217,TRX-107060,2023-01-09,815,Argentina,Rosario,Electrónica,Accesorios,Prod_Accesorios_18,3.0,121.45,84.39,364.35,253.17,Débito,111.18,01-Enero,5,02-Regular
218,TRX-101627,2023-01-09,542,Perú,Arequipa,Electrónica,Tablets,Prod_Tablets_19,4.0,70.17,48.05,280.68,192.2,Débito,88.48,01-Enero,6,02-Regular
219,TRX-113289,2023-01-09,1927,Argentina,Buenos Aires,Electrónica,Celulares,Prod_Celulares_11,5.0,186.61,104.47,933.05,522.35,Crédito,410.7,01-Enero,4,02-Regular
220,TRX-102721,2023-01-09,1194,Chile,Sin Especificar,Hogar,Cocina,Prod_Cocina_4,3.0,51.93,26.27,155.79,78.81,Efectivo,76.98,01-Enero,5,02-Regular
221,TRX-109183,2023-01-09,517,Perú,Lima,Ropa,Caballero,Prod_Caballero_17,3.0,42.11,32.73,126.33,98.19,Transferencia,28.14,01-Enero,5,02-Regular
222,TRX-102197,2023-01-09,426,Argentina,Buenos Aires,Ropa,Dama,Prod_Dama_14,5.0,30.83,20.3,154.15,101.5,Transferencia,52.65,01-Enero,5,02-Regular
223,TRX-110161,2023-01-09,529,Chile,Valparaíso,Ropa,Infantil,Prod_Infantil_3,4.0,51.01,39.33,204.04,157.32,Crédito,46.72,01-Enero,7,02-Regular
224,TRX-105152,2023-01-09,512,Perú,Trujillo,Hogar,Muebles,Prod_Muebles_8,8.0,58.5,37.58,468.0,300.64,Crédito,167.36,01-Enero,9,02-Regular
225,TRX-112178,2023-01-09,1926,Argentina,Rosario,Electrónica,Laptops,Prod_Laptops_12,6.0,95.12,68.57,570.72,411.42,Efectivo,159.3,01-Enero,10,01-Fiel (VIP)
226,TRX-100743,2023-01-09,925,Chile,Concepción,Hogar,Iluminación,Prod_Iluminación_13,6.0,55.69,44.05,334.14,264.3,Transferencia,69.84,01-Enero,5,02-Regular
227,TRX-114958,2023-01-09,1288,Argentina,Buenos Aires,Ropa,Calzado,Prod_Calzado_14,5.0,15.8,10.18,79.0,50.9,Débito,28.1,01-Enero,8,02-Regular
228,TRX-108027,2023-01-09,1877,Chile,Santiago,Hogar,Cocina,Prod_Cocina_10,2.0,51.51,35.15,103.02,70.3,Transferencia,32.72,01-Enero,9,02-Regular
229,TRX-100118,2023-01-09,1157,Chile,Santiago,Electrónica,Accesorios,Prod_Accesorios_7,7.0,74.31,48.92,520.17,342.44,Débito,177.73,01-Enero,6,02-Regular
230,TRX-112375,2023-01-09,1503,Argentina,Córdoba,Hogar,Iluminación,Prod_Iluminación_1,7.0,33.35,17.24,233.45,120.68,Transferencia,112.77,01-Enero,7,02-Regular
231,TRX-104966,2023-01-10,1090,Chile,Santiago,Electrónica,Laptops,Prod_Laptops_11,5.0,75.18,50.46,375.9,252.3,Transferencia,123.6,01-Enero,4,02-Regular
232,TRX-112767,2023-01-10,551,Chile,Valparaíso,Electrónica,Laptops,Prod_Laptops_10,3.0,198.55,148.41,595.65,445.23,Crédito,150.42,01-Enero,9,02-Regular
233,TRX-100888,2023-01-10,205,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_19,3.0,27.9,17.93,83.7,53.79,Transferencia,29.91,01-Enero,6,02-Regular
234,TRX-101234,2023-01-10,1989,Argentina,Córdoba,Hogar,Decoración,Prod_Decoración_14,5.0,25.71,17.04,128.55,85.2,Débito,43.35,01-Enero,10,01-Fiel (VIP)
235,TRX-109489,2023-01-10,926,Argentina,Córdoba,Hogar,Iluminación,Prod_Iluminación_15,4.0,20.14,15.38,80.56,61.52,Crédito,19.04,01-Enero,7,02-Regular
236,TRX-103106,2023-01-10,1403,Perú,Lima,Hogar,Decoración,Prod_Decoración_6,9.0,42.62,22.68,383.58,204.12,Crédito,179.46,01-Enero,6,02-Regular
237,TRX-108562,2023-01-10,587,Argentina,Buenos Aires,Hogar,Cocina,Prod_Cocina_14,1.0,32.39,20.11,32.39,20.11,Transferencia,12.28,01-Enero,7,02-Regular
238,TRX-111944,2023-01-10,1095,Chile,Concepción,Ropa,Calzado,Prod_Calzado_1,6.0,32.94,25.59,197.64,153.54,Transferencia,44.1,01-Enero,8,02-Regular
239,TRX-102723,2023-01-10,1475,Perú,Arequipa,Electrónica,Tablets,Prod_Tablets_11,1.0,211.89,146.26,211.89,146.26,Débito,65.63,01-Enero,9,02-Regular
240,TRX-105154,2023-01-10,50,Perú,Lima,Ropa,Infantil,Prod_Infantil_4,7.0,63.86,38.84,447.02,271.88,Efectivo,175.14,01-Enero,7,02-Regular
241,TRX-108899,2023-01-10,633,Argentina,Buenos Aires,Electrónica,Laptops,Prod_Laptops_14,8.0,113.73,83.04,909.84,664.32,Crédito,245.52,01-Enero,9,02-Regular
242,TRX-109171,2023-01-10,1659,Perú,Trujillo,Ropa,Infantil,Prod_Infantil_8,6.0,56.78,30.69,340.68,184.14,Transferencia,156.54,01-Enero,4,02-Regular
243,TRX-103210,2023-01-10,432,Chile,Santiago,Ropa,Caballero,Prod_Caballero_12,8.0,57.32,43.5,458.56,348.0,Transferencia,110.56,01-Enero,8,02-Regular
244,TRX-104534,2023-01-10,83,Perú,Trujillo,Hogar,Muebles,Prod_Muebles_1,3.0,56.26,37.13,168.78,111.39,Crédito,57.39,01-Enero,6,02-Regular
245,TRX-112405,2023-01-10,1936,Argentina,Rosario,Ropa,Caballero,Prod_Caballero_13,6.0,41.86,28.36,251.16,170.16,Efectivo,81.0,01-Enero,4,02-Regular
246,TRX-114157,2023-01-10,1902,Argentina,Buenos Aires,Electrónica,Tablets,Prod_Tablets_11,6.0,138.49,80.26,830.94,481.56,Crédito,349.38,01-Enero,7,02-Regular
247,TRX-101346,2023-01-10,530,Perú,Arequipa,Hogar,Muebles,Prod_Muebles_5,9.0,40.25,27.22,362.25,244.98,Efectivo,117.27,01-Enero,9,02-Regular
248,TRX-112342,2023-01-10,1318,Perú,Arequipa,Hogar,Decoración,Prod_Decoración_4,3.0,50.81,28.13,152.43,84.39,Transferencia,68.04,01-Enero,5,02-Regular
249,TRX-112544,2023-01-10,32,Perú,Lima,Hogar,Iluminación,Prod_Iluminación_5,9.0,44.5,27.26,400.5,245.34,Transferencia,155.16,01-Enero,3,03-Ocasional
250,TRX-109850,2023-01-10,477,Chile,Santiago,Ropa,Calzado,Prod_Calzado_8,6.0,22.19,12.75,133.14,76.5,Efectivo,56.64,01-Enero,6,02-Regular
251,TRX-107981,2023-01-10,473,Perú,Lima,Electrónica,Laptops,Prod_Laptops_15,1.0,145.78,90.34,145.78,90.34,Crédito,55.44,01-Enero,7,02-Regular
252,TRX-107192,2023-01-10,645,Perú,Sin Especificar,Hogar,Muebles,Prod_Muebles_1,8.0,53.73,41.62,429.84,332.96,Débito,96.88,01-Enero,4,02-Regular
253,TRX-114431,2023-01-10,1206,Perú,Arequipa,Hogar,Cocina,Prod_Cocina_3,4.0,73.03,41.73,292.12,166.92,Transferencia,125.2,01-Enero,8,02-Regular
254,TRX-111537,2023-01-10,1580,Perú,Trujillo,Hogar,Iluminación,Prod_Iluminación_17,2.0,57.69,36.97,115.38,73.94,Transferencia,41.44,01-Enero,3,03-Ocasional
255,TRX-103308,2023-01-10,1808,Chile,Valparaíso,Ropa,Dama,Prod_Dama_14,8.0,53.16,41.57,425.28,332.56,Transferencia,92.72,01-Enero,9,02-Regular
256,TRX-113343,2023-01-10,1363,Perú,Lima,Hogar,Muebles,Prod_Muebles_6,5.0,31.32,16.63,156.6,83.15,Crédito,73.45,01-Enero,4,02-Regular
257,TRX-111141,2023-01-10,255,Argentina,Córdoba,Ropa,Dama,Prod_Dama_4,7.0,33.73,21.52,236.11,150.64,Efectivo,85.47,01-Enero,5,02-Regular
258,TRX-108120,2023-01-10,1630,Perú,Trujillo,Hogar,Iluminación,Prod_Iluminación_8,7.0,51.29,38.54,359.03,269.78,Transferencia,89.25,01-Enero,10,01-Fiel (VIP)
259,TRX-102440,2023-01-10,1666,Perú,Lima,Hogar,Iluminación,Prod_Iluminación_13,8.0,32.93,22.25,263.44,178.0,Crédito,85.44,01-Enero,6,02-Regular
260,TRX-111996,2023-01-10,438,Chile,Valparaíso,Ropa,Infantil,Prod_Infantil_3,4.0,43.99,29.33,175.96,117.32,Crédito,58.64,01-Enero,6,02-Regular
261,TRX-100592,2023-01-10,1647,Perú,Lima,Hogar,Muebles,Prod_Muebles_17,7.0,33.68,24.22,235.76,169.54,Crédito,66.22,01-Enero,8,02-Regular
262,TRX-109315,2023-01-10,751,Argentina,Rosario,Hogar,Cocina,Prod_Cocina_16,6.0,25.98,16.02,155.88,96.12,Transferencia,59.76,01-Enero,7,02-Regular
263,TRX-101382,2023-01-11,982,Perú,Arequipa,Electrónica,Tablets,Prod_Tablets_9,2.0,152.78,77.92,305.56,155.84,Transferencia,149.72,01-Enero,8,02-Regular
264,TRX-112421,2023-01-11,368,Argentina,Córdoba,Hogar,Decoración,Prod_Decoración_18,5.0,23.49,16.66,117.45,83.3,Crédito,34.15,01-Enero,10,01-Fiel (VIP)
265,TRX-104629,2023-01-11,360,Perú,Trujillo,Electrónica,Accesorios,Prod_Accesorios_8,2.0,193.09,105.94,386.18,211.88,Débito,174.3,01-Enero,8,02-Regular
266,TRX-113330,2023-01-11,389,Argentina,Rosario,Hogar,Muebles,Prod_Muebles_4,3.0,41.49,22.91,124.47,68.73,Crédito,55.74,01-Enero,6,02-Regular
267,TRX-106238,2023-01-11,1679,Chile,Concepción,Hogar,Muebles,Prod_Muebles_10,3.0,59.73,46.66,179.19,139.98,Crédito,39.21,01-Enero,7,02-Regular
268,TRX-107460,2023-01-11,582,Argentina,Buenos Aires,Electrónica,Laptops,Prod_Laptops_1,6.0,52.66,34.95,315.96,209.7,Crédito,106.26,01-Enero,3,03-Ocasional
269,TRX-104882,2023-01-11,1477,Argentina,Buenos Aires,Hogar,Muebles,Prod_Muebles_15,6.0,23.64,13.04,141.84,78.24,Débito,63.6,01-Enero,7,02-Regular
270,TRX-110287,2023-01-11,1443,Chile,Valparaíso,Hogar,Iluminación,Prod_Iluminación_15,1.0,38.53,28.4,38.53,28.4,Transferencia,10.13,01-Enero,6,02-Regular
271,TRX-113041,2023-01-11,1456,Perú,Arequipa,Hogar,Decoración,Prod_Decoración_16,1.0,29.22,22.72,29.22,22.72,Efectivo,6.5,01-Enero,8,02-Regular
272,TRX-110548,2023-01-11,148,Argentina,Rosario,Ropa,Caballero,Prod_Caballero_10,3.0,38.66,26.71,115.98,80.13,Transferencia,35.85,01-Enero,9,02-Regular
273,TRX-109808,2023-01-11,691,Perú,Lima,Hogar,Cocina,Prod_Cocina_16,1.0,46.86,34.73,46.86,34.73,Crédito,12.13,01-Enero,5,02-Regular
274,TRX-109684,2023-01-11,877,Argentina,Córdoba,Hogar,Decoración,Prod_Decoración_4,2.0,17.68,12.27,35.36,24.54,Efectivo,10.82,01-Enero,7,02-Regular
275,TRX-111152,2023-01-11,1557,Chile,Concepción,Hogar,Decoración,Prod_Decoración_9,4.0,9.93,5.14,39.72,20.56,Crédito,19.16,01-Enero,9,02-Regular
276,TRX-107404,2023-01-11,108,Chile,Valparaíso,Hogar,Cocina,Prod_Cocina_5,8.0,34.19,22.02,273.52,176.16,Transferencia,97.36,01-Enero,10,01-Fiel (VIP)
277,TRX-106931,2023-01-11,1565,Argentina,Buenos Aires,Electrónica,Laptops,Prod_Laptops_16,6.0,131.58,91.49,789.48,548.94,Transferencia,240.54,01-Enero,4,02-Regular
278,TRX-112504,2023-01-11,402,Perú,Arequipa,Hogar,Muebles,Prod_Muebles_4,9.0,47.12,24.96,424.08,224.64,Crédito,199.44,01-Enero,5,02-Regular
279,TRX-102220,2023-01-11,160,Chile,Valparaíso,Ropa,Calzado,Prod_Calzado_1,9.0,27.56,17.96,248.04,161.64,Efectivo,86.4,01-Enero,10,01-Fiel (VIP)
280,TRX-109097,2023-01-11,640,Perú,Arequipa,Hogar,Iluminación,Prod_Iluminación_14,5.0,59.57,43.16,297.85,215.8,Crédito,82.05,01-Enero,3,03-Ocasional
281,TRX-111459,2023-01-11,1825,Chile,Santiago,Hogar,Decoración,Prod_Decoración_6,5.0,5.0,3.75,25.0,18.75,Crédito,6.25,01-Enero,5,02-Regular
282,TRX-101897,2023-01-11,154,Argentina,Buenos Aires,Ropa,Caballero,Prod_Caballero_15,6.0,29.17,14.79,175.02,88.74,Crédito,86.28,01-Enero,7,02-Regular
283,TRX-101594,2023-01-11,1472,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_8,5.0,35.02,26.77,175.1,133.85,Efectivo,41.25,01-Enero,7,02-Regular
284,TRX-103209,2023-01-11,1476,Chile,Valparaíso,Ropa,Calzado,Prod_Calzado_12,7.0,51.51,32.33,360.57,226.31,Transferencia,134.26,01-Enero,13,01-Fiel (VIP)
285,TRX-107635,2023-01-11,1551,Chile,Concepción,Electrónica,Celulares,Prod_Celulares_6,4.0,214.94,114.82,859.76,459.28,Crédito,400.48,01-Enero,8,02-Regular
286,TRX-101695,2023-01-11,1102,Argentina,Córdoba,Hogar,Decoración,Prod_Decoración_4,2.0,36.59,25.87,73.18,51.74,Efectivo,21.44,01-Enero,9,02-Regular
287,TRX-106179,2023-01-11,1244,Perú,Lima,Hogar,Decoración,Prod_Decoración_3,5.0,65.98,37.53,329.9,187.65,Transferencia,142.25,01-Enero,6,02-Regular
288,TRX-114872,2023-01-11,590,Argentina,Córdoba,Hogar,Decoración,Prod_Decoración_17,1.0,30.88,16.23,30.88,16.23,Débito,14.65,01-Enero,8,02-Regular
289,TRX-105666,2023-01-11,1636,Perú,Trujillo,Ropa,Calzado,Prod_Calzado_4,5.0,31.4,17.68,157.0,88.4,Débito,68.6,01-Enero,3,03-Ocasional
290,TRX-113252,2023-01-12,353,Argentina,Buenos Aires,Ropa,Calzado,Prod_Calzado_18,3.0,48.34,31.04,145.02,93.12,Crédito,51.9,01-Enero,6,02-Regular
